userId_x,proficiency,hackerRankScore,projectName,ProjectDescription,certificateName,CertificateDescription,issuingAuthority,comments,rating,skillName,total_project_days,chanceToApprove,fullname
66129489addf941b98f24da1,advanced,76.0,"Miller, Stark and Moran","Five determine class whole new old activity rule. Kid see often cell strategy red whole.
Nothing something own probably goal middle. Structure economy fast.",,,,"Beyond land court give realize study. Company new watch stuff author.
Easy way toward item subject avoid now agree. Son itself painting man. Allow model of.",-1.0,Slides,226.0,6.0,Jacob Bruce
66129489addf941b98f24da1,advanced,89.0,Medina Ltd,"Test available military determine throughout.
Media first partner consider. Point of send worker performance. Try manager reflect ball environment hard.",,,,,0.0,Alteryx,72.0,6.0,Jacob Bruce
66129489addf941b98f24da1,intermediate,25.0,Duran-Greene,"Country college you brother authority clear plant. Shoulder TV teacher step across worker network. We community see about.
Theory buy game these. Practice loss feel just reality time science ability.",yard,Mission sense quite country the.,Scott-Hudson,,0.0,ADF,46.0,6.0,Jacob Bruce
66129489addf941b98f24da2,advanced,11.0,Monroe-Diaz,"While writer blood much. Ten may really pass main view.
Open team current prove. Soldier anything rate memory. Health tend interest majority unit.",home,Star involve discuss upon improve.,Chapman-Norman,"Happen seven least air race. Action provide despite move big north a. We live sometimes door moment.
Ball likely should word admit take they per. Add financial chair series.",-2.0,AWS Lambda,187.0,2.0,Jesus Smith
66129489addf941b98f24da2,advanced,61.0,Martinez-Woods,"Much democratic six off. Position page staff fast.
Poor stand peace window across two. Road run wife environmental behavior. Field expect south Mr room paper nor likely.",forward,Often edge boy coach student yeah couple.,"Waters, Brooks and Johnson","Enough student again old simply. Fine five hour. Program tough condition every.
Person character operation mean answer.",4.0,Power BI,156.0,2.0,Jesus Smith
66129489addf941b98f24da3,intermediate,42.0,,,leader,Eight measure involve third music performance budget into.,Turner PLC,Seat perform glass require. Place success ball understand network up if. Stock effect study firm.,3.0,Slides,0.0,3.0,Kevin Smith
66129489addf941b98f24da3,advanced,70.0,"Newman, Brown and Pierce","Sell score store evening four. Necessary fight they call.
Attack along understand matter. Identify majority nearly rate third trouble.",,,,Structure lot consider partner. Fact before knowledge charge foreign probably medical. Agency huge music debate energy. Subject blue different girl policy.,1.0,Slides,157.0,3.0,Kevin Smith
66129489addf941b98f24da3,intermediate,50.0,"Gonzales, Barrera and Johnson",Visit away full result case store drug. Think argue name industry something through return house. Dream head project sometimes crime old tough TV.,would,Pm figure window.,Kelly LLC,,0.0,Alteryx,360.0,3.0,Kevin Smith
,,0.0,,,,,,,0.0,,0.0,0.0,David Richards
66129489addf941b98f24da5,beginner,98.0,Turner-Michael,"Age analysis civil down interesting ok. Statement describe skill wall use wait this.
Support public according here ahead suddenly size.
Father health myself sell human. Live although improve rather.",fund,Practice send increase sometimes the others.,"Hamilton, Compton and Clark",Never wonder much offer stuff rich check. Society across address whether create particular job. Upon system our likely low area.,4.0,Presenting,13.0,2.0,Michelle Rosales
66129489addf941b98f24da5,advanced,73.0,Johnson-Young,Large participant with suddenly material start. Community remember table unit soldier leader seem. Available hand price.,,,,,0.0,PHP,195.0,2.0,Michelle Rosales
66129489addf941b98f24da6,intermediate,1.0,Nguyen-Hinton,"May indeed trial heavy page. Education event politics case deal condition last. Charge radio relate sort.
Follow order rather standard do. Offer large cause become lay.",,,,"Mouth human stop. Use brother message improve type student catch law. Artist offer generation shake foreign top eight focus.
Big dinner other son beautiful process. Within bit here there.",1.0,Project Mgmt,262.0,3.0,Katherine Jefferson
66129489addf941b98f24da6,intermediate,84.0,Guzman Group,"Green speak hotel. Purpose guy today ok fight choose able. Stay ten give road light dinner official.
Move again thing level.",area,Couple great impact occur soon she year wait.,Keller and Sons,,0.0,Flask,10.0,3.0,Katherine Jefferson
66129489addf941b98f24da6,beginner,98.0,Huffman LLC,"Now church likely sea rich. Behavior left fast.
Serious shoulder each sport between project. Card at bag plan magazine notice its.
Capital save both that short catch.",fish,Item own money name.,"Hernandez, Montgomery and Garcia",,0.0,Alteryx,244.0,3.0,Katherine Jefferson
66129489addf941b98f24da7,advanced,35.0,Tucker-Thomas,Create commercial major article wait term. Me also history radio significant. Clear the strategy half your. Him tonight personal meeting.,information,Standard management bed wish support issue build.,Schroeder-Kline,"Eat science write war. Several wrong standard down good street. Yes party no bank piece consider.
Free difficult student edge chance music suddenly. Reality manage example Republican.",-3.0,Slides,124.0,5.0,Jason Bell
66129489addf941b98f24da7,advanced,46.0,Cohen-Warren,"Public explain on explain. Whether finally detail lawyer debate tough become.
Able firm body impact year. Relationship example rate require. Name walk art oil.",give,Nor or population remember college work dinner.,"Hardin, Miller and Holmes",Sign year little occur society nation join. Left seek whom arm feeling. Suggest cost person treat other security.,-3.0,Snowflake,98.0,5.0,Jason Bell
66129489addf941b98f24da7,intermediate,92.0,,,,,,"Nearly simply program lay. Indicate woman black.
Pm wrong weight explain today central. Power seven air certainly race image why. Have word face strong entire. Only when door school.",-3.0,Flask,0.0,5.0,Jason Bell
66129489addf941b98f24da7,intermediate,57.0,Lloyd-Rodriguez,"Bag lawyer money party affect. Pick whole identify difference morning also movement.
Pull fear trip. While view summer create rather thus. Look drop expect newspaper.",identify,Trade site drop enter employee local team once.,Evans-Coleman,"Every smile recognize new. Drop attack rich heart thing tough. Certain word evidence door skill.
Mr common move world air discussion whom. Political employee theory ago prepare bit.",4.0,Presenting,111.0,5.0,Jason Bell
66129489addf941b98f24da7,beginner,92.0,"Rollins, Hardy and Lopez","Later instead TV these sound actually enjoy. Drug attack half born democratic foreign according project. List discussion food fire.
Our manage offer woman oil. First this over.",necessary,Teach agreement rate may accept.,"Perez, Robinson and Watts","Success defense leader possible art space. Everyone sure these forward. Some quickly picture clearly economy because eye.
Just could large until. Sport it because decade.",-2.0,Flask,218.0,5.0,Jason Bell
66129489addf941b98f24da8,beginner,23.0,Robertson and Sons,"White surface plan hair. None civil consider.
Pressure former either and. Mrs new build lot leg city. Despite spend financial explain including.",,,,Maintain team majority traditional debate. Social ahead begin box. Up worker when field common statement win such. Administration interview budget development.,1.0,React,211.0,3.0,James Higgins
66129489addf941b98f24da8,beginner,39.0,Castaneda PLC,"Specific million four many relate money bed. Itself include investment agency.
Account throw number deal conference nearly stage. National just mission lead.",end,Trouble gas daughter nothing phone.,Hill Group,"Even feeling base our always entire really child. Note daughter woman throw. Probably scene glass within me speech.
As tax page two conference. Kitchen sea current upon over job.",5.0,Presenting,220.0,3.0,James Higgins
66129489addf941b98f24da8,beginner,1.0,Shelton-Martin,"Around nice account check within. Kid popular your within.
Compare nor hit. Have similar go least.",miss,Century save forget they final leave green.,Stephens-Reed,"Avoid great current beyond. Still hour as debate between gun western.
Art inside since quickly hold. Smile century writer property she. Both room act scene may rich difficult present.",-2.0,PHP,184.0,3.0,James Higgins
66129489addf941b98f24da9,intermediate,7.0,"Manning, Meza and Hayes","Light finish computer without free fish. Ability agree news whatever high thus.
City western prepare boy. Have there reduce consumer machine attorney.",particularly,Could deep matter upon analysis stage vote.,"Larson, Knight and Campbell",Mention lay much. Blue information everyone family right. Kid culture management young school wait top.,-2.0,Flask,291.0,3.0,Richard Parker
66129489addf941b98f24da9,beginner,4.0,Johnson-Young,Large participant with suddenly material start. Community remember table unit soldier leader seem. Available hand price.,old,Water attention still soldier vote opportunity Democrat.,"Erickson, Olsen and Murray",,0.0,Snowflake,195.0,3.0,Richard Parker
66129489addf941b98f24da9,advanced,79.0,,,,,,Material note major hour against. Back music hospital everybody campaign wish personal. Expert decide group hand. Table coach minute family last black skill debate.,-1.0,Alteryx,0.0,3.0,Richard Parker
66129489addf941b98f24daa,advanced,53.0,"Gonzales, Barrera and Johnson",Visit away full result case store drug. Think argue name industry something through return house. Dream head project sometimes crime old tough TV.,,,,Specific care forward plant none. Imagine bank page treatment beat modern activity. Environment per on policy toward ask.,-1.0,React Native,360.0,4.0,Jennifer Miller
66129489addf941b98f24daa,advanced,22.0,,,,,,"Full somebody responsibility share personal. Hope hard subject gun. Lay think list a number choose.
That present of international. Woman recently free firm. Unit eat daughter threat future never.",-3.0,Slides,0.0,4.0,Jennifer Miller
66129489addf941b98f24daa,advanced,12.0,Brown Inc,"Land stage join condition couple training meet. Finish song despite end.
Baby authority left relationship assume ground.",significant,Administration book already side.,Hart-Thomas,"Institution join send social rest budget here.
Treatment that big south. Protect body change effort friend term safe. Certainly also no focus.",3.0,Project Mgmt,228.0,4.0,Jennifer Miller
66129489addf941b98f24daa,intermediate,81.0,Navarro Ltd,"Away phone onto same candidate window appear. Simple summer former begin them mouth his Mrs.
She group issue age deal season stand. Positive allow area different every sing.
College remember suggest.",,,,Simply character sound wide great maintain fly. Coach save coach simply sort walk look take. Chair medical control rise.,3.0,Snowflake,181.0,4.0,Jennifer Miller
